transcript,index,de,dgs,mouth
1246329,72,Auch die kleine Tochter musste mitgenommen werden.,"['ICH2', 'MASS2B^', '$GEST-OFF^*', 'ICH2^', 'PACKEN1*', '$GEST-ABWINKEN1^']","['ich', 'tochter', 'hat', '[MG]']"
1246329,73,"Wir wohnten in der Nähe vom Bahnhof, dort war der letzte Wagen.","['DANN1C', '$GEST-OFF^*', '$GEST-OFF^', 'ICH1', 'WOHNUNG1B*', 'NAHE1B*', 'BAHNHOF-$KANDIDAT-FRA24^', 'ICH1', '||$INDEX1', '$INDEX1*', 'IST1^', 'LETZTE1B', 'WAGEN1', '$INDEX1']","['wohn', '[MG]', 'bahnhof', 'war', 'letzte', 'wag']"
1246329,74,Er sollte über Berlin nach Frankfurt am Main fahren.,"['NACH-ORT1*', 'FRANKFURT1*', 'SOLL1', 'ICH2', 'FRANKFURT1*', 'BERLIN1A*', 'NACH3D*', 'ZUKUNFT1A^*', 'RICHTUNG3*', 'NACH-ORT1', 'MAINZ1', 'ACHTUNG1*', 'ICH2', 'RICHTUNG3^', '$GEST-NM^']","['nach', 'f{rankfurt}', 'soll', 'frank{furt}', 'berlin', 'dann', 'frankfurt am main']"
1246329,75,So mussten wir es hinnehmen und dort einsteigen.,"['AB2^', 'ICH2*', 'SICH-MIT-ETWAS-ABFINDEN3A', 'ICH1', 'EINSTEIGEN1*']","['[MG]', '[MG]', '[MG]', '[MG]', '[MG]']"
1246329,76,"Auf einmal stellten wir fest, dass es doch tatsächlich ein Viehwagen war.","['$GEST-OFF^*', '$INDEX1', 'VIEH-$KANDIDAT-FRA20^', 'WAGEN5*', '$INDEX1*']",['viehwagen']
1246329,77,Alle anderen Wagen waren bereits zerstört oder fort.,"['$GEST-OFF^', 'WAGEN1*', 'SCHON3*', 'ZERSTÖREN1', 'FORT2*', '$GEST-NM-KOPFNICKEN1^', 'AB2^']","['alle wagen', 'schon', '[MG]', 'fort fort fort']"
1246329,78,Wir stiegen also in den Zug ein und dann ging es los.,"['ICH2', 'EINSTEIGEN1', 'GEDULD2', 'AB2^', 'ICH2', '$INDEX1*', 'LOS-START1*', 'ZUG2B*']","['los', '[MG]']"
1246329,79,"Auf einmal wurde angekündigt, dass Berlin nicht angefahren wird, weil die Strecke dorthin von den Russen und Amerikanern abgeschnitten ist.","['$GEST-OFF^', 'MELDUNG1*', 'BERLIN1A*', '$INDEX1*', 'KANN1*', 'SCHNAUZE2^*', '||MASSE-PERSON-AKTIV1*', 'AMERIKA1*', 'MASSE-PERSON-AKTIV1*', '$GEST-OFF^']","['auf einmal', 'berlin', 'russland', 'amerika']"
1246329,80,Daher mussten wir nach Frankfurt an der Oder ausweichen.,"['ICH1', 'SICH-MIT-ETWAS-ABFINDEN3A', 'ICH1*', 'BAHN1*', 'ABBIEGEN1', 'MASS-VERTIKAL1^', '$INDEX1*', '$GEST-ABWINKEN1^', '$INDEX1*']",['frankfurt-oder']
1246329,81,"Dort warteten wir auf den nächsten Zug, dann kam die Ankündigung, dass er nach Berlin fährt.","['||FRANKFURT1*', '$INDEX1*', 'AB2^*', 'ICH1', 'EINSTEIGEN1*', 'WARTEN1A*', 'INFORMATION2A', 'ZUG2B', 'NACH-ORT1*', 'BERLIN1A*', 'NACH-ORT1*']","['frankfurt-oder', 'zug', 'nach', 'berlin']"
1246329,82,"Wir mussten es so hinnehmen, stiegen ein und fuhren los.","['ICH1', 'SICH-MIT-ETWAS-ABFINDEN3A', 'ICH1', 'BERLIN1A*', 'NACH-ORT1*', 'EINSTEIGEN1*', 'ZUG2B*', '||DORT1*']","['berlin', '[MG]']"
1246329,83,"In Berlin angekommen sah ich, wie lichterloh es dort brannte.","['BERLIN1A*', 'IN1', 'ICH1', 'SEHEN9B^*', '$INDEX1', 'BERLIN1A*', 'SCHON3*', 'FEUER1A*']","['berlin', 'berlin', 'schon', '[MG]']"
1246329,84,Das habe ich miterlebt.,"['ICH1', 'MIT1A*', 'ERLEBNIS1A*', 'ICH1', 'ACHTUNG1A^*']",['miterlebt']
1246329,85,Wie alt warst du damals?,"['ALT2C*', 'DU1*', 'ALT2C']","['wie alt', 'wie alt']"
1246329,86,Da war ich fünf.,"['ICH1*', '$NUM-EINER1B:5', '$GEST-ABWINKEN1^']","['fünf', '[MG]']"
1246329,87,Mit fünf Jahren kann man sich ja noch an einiges erinnern.,"['$NUM-EINER1B:5', 'KANN1', 'SEHEN1*', 'WISSEN2A']","['fünf', 'kann', 'sehen', 'weiß']"
1246329,88,"Dann hörte ich, dass der Zug nach Frankfurt am Main fährt.","['JETZT1', 'ICH1', 'HÖREN2*', 'ZUG2A', 'NACH2A', '||FRANKFURT1*', 'DANACH1A^', 'SCHÄRPE1B^', 'ACHTUNG1A^*', 'AB2^']","['jetzt', 'zug', 'nach', 'frankfurt am main']"
1246329,89,Schnell stiegen wir alle in den Zug ein.,"['ACHTUNG1*', 'SCHNELL1A*', 'ALLE1A', 'HERKOMMEN1*', 'ICH2', 'MASSE-PERSON-AKTIV2*']","['schnell', '[MG]']"
1246329,90,Damals war der Zug vollgestopft.,"['WISSEN2A*', 'DAMALS1*', 'ZUG2B*', 'VERSTOPFT1']","['[MG]', 'damals', 'zug', '[MG]']"
1246329,91,"Die Züge waren ja damals so, dass es bei den langen Waggons entweder vorne und hinten zwei Türen gab.","['$INDEX2', 'NICHT3A', 'VERGESSEN1', 'ZUG2A*', '$NUM-EINER1A:2', '$PROD*', 'VORNE3*', '$PROD*', 'WAGEN1^*']","['nicht', 'vergessen', 'zug', 'zwei', 'türen', 'zwei türen', 'lang']"
1246329,92,"Oder so, dass jedes Abteil eine Tür hatte.","['ODER5*', 'JEDE1B*', 'ABTEIL1A*', 'HABEN-BESITZEN1*', 'EIN1A', 'EIN1A*', 'ACHTUNG1*', 'VERSCHIEDEN1*']","['oder', 'jede', 'abteil', 'hat', 'ein', 'ein ein ein ein tür', 'ver{schieden}']"
1246329,93,"Wir hatten Glück, in einem Wagen zu sein, in dem es vorne und hinten eine Tür gab.","['ICH1', 'WAGEN1^*', '$INDEX1*', 'GLÜCK1*', 'ACHTUNG1A^']",['lang']
1246329,94,"Nachdem wir einstiegen, fuhr der Zug los.","['ICH1', 'EINSTEIGEN1*', 'RICHTUNG3^*', 'ICH2', 'ZUG2B*']",['[MG]']
1246329,95,Unterwegs hielt der Zug an.,"['UNTERWEGS1*', '$INDEX1', '$PROD*']","['unterwegs', 'zug', 'halt']"
1246329,96,Der Dampf wurde abgestellt.,"['DAMPF2A', 'AUS-ZU1*']",['aus']
1246329,97,Es kamen Fallschirme.,"['||$INDEX1*', '$ORAL^*', '||$INDEX1*']","['fallschirm', 'fallschirm']"
1246329,98,Alarm.,['ALARM1'],['alarm']
1246329,99,Meine Mutter hatte einen schwarzen Kinderwagen.,"['ICH1', 'MUTTER5', 'WAGEN2*', 'SCHWARZ2', '$GEST-OFF^']","['mutter', 'kinderwagen', 'schwarz']"
1246329,100,Damals lag kein Schnee auf dem Boden.,"['DAMALS1*', 'KEIN3*', 'SCHNEE3A*', '$GEST-OFF^']","['damals', 'kein', 'schnee']"
1246329,101,Der schwarze Kinderwagen war in der grünen Gegend mit ein bisschen Schnee von oben leicht zu sehen.,"['GRÜN41*', 'FLACH3B^', 'KANN1*', 'SEHEN1*', '$INDEX1', 'UND2A*', 'BISSCHEN4*', 'FLACH3B^', '$INDEX1*', 'SCHWARZ2', 'VIERECK3A^*', 'AUFFALLEN1A', '$INDEX1']","['grün', 'kann', 'und', 'bisschen', 'schnee', 'schwarz', 'fällt auf']"
1246329,102,Deswegen hat ein Soldat den Kinderwagen mit seinem grünen Mantel abgedeckt.,"['SOLDAT2*', 'WAS1A*', 'KLEIDUNG1A^*', 'AUSZIEHEN1', 'GRÜN41*', 'ABDECKEN1']","['soldaten', 'was', 'grün']"
1246329,103,"So warteten wir, bis die Fallschirme vorbei waren und dann fuhr der Zug weiter nach Frankfurt am Main.","['||WARTEN1A*', 'VORBEI1', 'WEITER1B*', 'ZUG2B*', '||NACH-ORT1', '||FRANKFURT1*', 'WOHIN1^', 'SCHÄRPE1B^']","['vorbei', 'weiter', '[MG]', 'nach', 'frankfurt am main']"
1246329,104,Frankfurt am Main ist ein Sackbahnhof.,"['||FRANKFURT1*', 'SCHÄRPE1B^', 'ABBIEGEN1*', '$INDEX1', 'HIER1', '$ALPHA-SK:S', 'SACK1', '$INDEX1', 'ACHTUNG1A^']","['frankfurt am main', 'frankfurt', 'sackbahnhof']"
1246329,105,"Interessanterweise war die Brücke, trotz der ganzen Zerstörung, noch nicht kaputt.","['$INDEX1*', 'WENN1A*', 'INTERESSE1A', '$INDEX1', 'BRÜCKE4', 'BIS-JETZT1', 'KAPUTT4', '$INDEX1*']","['und', 'interessant', 'brücke', 'noch nicht', 'kaputt']"
1246329,106,"Wäre die Brücke eingestürzt, hätte das für uns das Aus bedeutet.","['WENN1A*', '$INDEX1*', '$PROD*', 'ZUSAMMENBRUCH1A', 'ICH2', 'AUS-VORBEI1', '$GEST-OFF^']","['wenn', 'brücke', 'aus', '[MG]']"
1246329,107,"In der letzten Minute wurde angekündigt, dass ein Zug nach Heidelberg über Darmstadt fährt.","['AB2^*', '$INDEX1*', 'AB2^', '||LETZTE1B', 'MINUTEN-$KANDIDAT-FRA09^', 'MELDUNG1*', 'ZUG2B', 'NACH-ORT1', 'DARMSTADT2*', 'RICHTUNG3^', 'ÜBER1', 'DARMSTADT2']","['frankfurt', 'letzte', 'minute', 'zug', 'nach', 'heidelberg', 'über', 'darmstadt']"
1246329,108,Wir nahmen also diesen Zug und fuhren nach Darmstadt.,"['ICH2', 'EINSTEIGEN1', 'ICH1', 'DARMSTADT2', '$INDEX1*', 'AB2^', '$INDEX1*']","['ich', 'darmstadt', '[MG]']"
1246329,109,"In Darmstadt konnten wir nicht mehr mit der Straßenbahn weiterfahren, weil der Kinderwagen in die alte und schmale Tram nicht reinpasste.","['ICH2*', 'DARMSTADT2', '$GEST-OFF^*', 'STRASSENBAHN1*', '$INDEX1*', 'ICH1', 'KANN1*', '$INDEX1*', 'DAMALS1*', 'KIND2', 'SCHLAFEN2^*', 'WIR1A*', 'HEBEN-TORTE1*', 'KANN1*', 'SCHMAL2*', 'ALT5B*', 'WAGEN1*', '$GEST-OFF^']","['darmstadt', 'straßenbahn', '[MG]', 'damals', 'kinderwagen', 'wir', 'straßenbahn', '[MG]', 'schmal', 'alt']"
1246329,110,"So mussten wir hinnehmen, zu Fuß weiter zu laufen.","['MUSS1', 'SICH-MIT-ETWAS-ABFINDEN3A', 'WAGEN2*', 'LAUFEN9A*']","['muss', 'laufen laufen laufen']"
1246329,111,Heute erinnere ich mich noch an den Weg.,"['ICH2', 'GEHÖREN1^*', 'KENNEN1A', 'HEUTE1*', 'NOCH5', 'WEG3*']","['ich', 'kenne', 'heute', 'noch', 'weg']"
1246329,112,Wir gingen schnell.,"['ICH2', 'SCHNELL2*', 'ICH1', 'LAUFEN8*']","['schnell', '[MG]', '[MG]']"
1246329,113,"Gelegentlich gab es einen Alarm, bei dem wir eine Weile warten mussten.","['GEWITTER1A^', 'WARTEN1A', '$GEST^']","['alarm', '[MG]']"
1246329,114,Erst dann ging es weiter.,"['DANN7', '$PROD*']",['dann']
1246329,115,"Dann kamen wir in Darmstadt am Herrngarten vorbei, den gibt es heute noch!","['JETZT1', 'RICHTUNG3', 'DARMSTADT2', '$INDEX1*', 'HABEN-BESITZEN1*', 'WAS2*', 'OB1', '$PMS*', 'HALTUNG-KÖRPER1^*', 'HALTUNG-KÖRPER1^', 'GARTEN-$KANDIDAT-FRA04^', 'RUND13B^', 'DORT1*', 'HEUTE1*', 'STEHEN1', 'NOCH5', '$INDEX1']","['jetzt', 'darmstadt', 'hat', 'h', 'herrngarten', 'ja', 'heute', 'steht', 'noch']"
1246329,116,Der dicke Baum steht heute auch noch da.,"['WISSEN2A*', '$INDEX1*', 'DICK5^*', 'NOCH5', 'DA1', '$INDEX1*']","['weißt du', 'baum', 'noch', 'da']"
1246329,117,Aber der kennt mich nicht mehr.,"['$INDEX1*', 'KENNEN1A*', 'AUF-PERSON1*', 'NICHT3B*', '$GEST-OFF^*', '$GEST-OFF^']","['mich', 'nicht mehr']"
1246329,118,Schade!,"['$GEST-OFF^*', 'SCHADE1*']",['schade']
1246329,119,"Dort warteten wir, bis der Bombenalarm vorüber war und gingen anschließend weiter zur Oma.","['$GEST-NM-KOPFNICKEN1^', '$INDEX1*', 'MUTTER5', 'SITZEN1A', 'WARTEN1A*', 'ALARM1', 'FREI1^', '$INDEX1*', '||OMA2', '||$INDEX1*']","['mutter', '[MG]', 'alarm', 'vorbei', 'oma']"
1246329,120,"Dort angekommen mussten wir feststellen, dass Opa gestorben war.","['UND-DANN2*', 'OMA2*', '$INDEX1*', '$GEST-OFF^*', 'PLÖTZLICH4*', 'FALTE-WANGE1A^', 'STERBEN2']","['dann', 'oma', '[MG]', 'opa', '[MG]']"
1246329,121,"Das ständige Hoch- und Runtergehen war eine Last, das muss ihm zugesetzt haben.","['$GEST-OFF^*', 'DAUERN1*', 'HIN-UND-HER1*', 'KÖRPER1', 'SCHLECHT2*', '$GEST-OFF^', 'VERGANGENHEIT1^', '$GEST-ABWINKEN1^']","['[MG]', 'dauer', '[MG]', '[MG]']"
1246329,122,Bei der Beerdigung war ich damals unglücklich.,"['$INDEX1', 'BEERDIGUNG1', 'MERKEN1^*', 'AUCH3A', 'SAUER1', 'DAMALS1', '$GEST-OFF^', 'AB2^']","['beerdigen', 'auch', 'sauer', 'damals']"
1246329,123,Damals musste ich als Bub auch immer hoch- und runterlaufen.,"['ICH2', 'AUCH3A', 'ICH2', 'BUB8*', 'ICH2', 'HIN-UND-HER1*']","['auch', 'bub']"
1246329,124,"Weißt du, abends mussten wir immer so schwarze Abdeckungen anbringen?","['DU1*', 'WISSEN2A*', 'ABEND2*', 'MUSS1*', 'HABEN-BESITZEN1*', 'SCHWARZ2', 'ZIEHEN2*']","['du', 'weißt', 'abend', 'muss', 'haben', 'schwarz']"
1246329,125,"Jaja, verdunkeln, das heißt, wir mussten die Fenster verdunkeln. Das habe ich auch erlebt.","['JA1A', 'DUNKEL1*', 'HEISSEN1B*', 'FENSTER6*', 'DUNKEL1', 'FRÜHER1*', 'ZEIT7C*', 'ICH1', 'ERLEBNIS1A', 'ICH2', 'AB2^*']","['ja ja', 'dunkel', 'heißt', 'fenster', 'dunkel', 'früher', 'zeit', 'ich', 'erlebt']"
1246329,126,"Ja, das stimmt.","['$GEST-NM-KOPFNICKEN1^*', 'JA1A*', 'WAS1B^*']",[]
1246329,127,"Wenn Flugzeuge unten was Helles sahen, warfen sie dorthin Bomben ab.","['WAS1B^*', 'WISSEN2A*', 'HUBSCHRAUBER2*', 'FLUGZEUG2A', 'SCHAUEN2*', '$INDEX1*', 'HELL2', 'HART1D^*', '$INDEX1*', 'LASSEN1^*']","['flugzeug', 'schauen', 'hell']"
1246329,128,"Genau, wenn sie etwas Helles gesehen haben, wurde eine Bombe darauf geworfen.","['$GEST-NM-KOPFNICKEN1^', 'HELL2*', 'BOMBE2*']","['hell', '[MG]']"
1246329,129,"Wenn es schwarz war, dachten sie, dass es schon kaputt wäre.","['SCHWARZ2', '$INDEX1*', 'LASSEN1^*', 'ZERSTÖREN1', 'AB2^', 'LASSEN1^']","['schwarz', 'kaputt']"
1246329,130,"Als ich im Keller war, gab es einen Bombeneinschlag, und der Strom fiel aus.","['ACHTUNG1A^*', 'ICH1', 'UNTEN1', 'KELLER1', 'ICH1', '$INDEX1*', 'KELLER1', '$GEST-NM-KOPFNICKEN1^', 'WENN1A', 'BLITZ1', '$INDEX1*', 'AUS-ZU1']","['keller', 'und', 'keller', 'wenn', '[MG]', 'stromausfall']"
1246329,131,"Dann wurde es an den Wänden langsam etwas hell, durch Phosphor, so ähnlich wie bei den leuchtenden Uhren.","['WIE-FRAGE1', 'HELL4*', 'SCHMIEREN2B^*', 'WIE4A*', 'UHR1', 'UHR1', '$PROD*']","['wie', 'hell', 'phosphor', 'wie', 'uhr', '[MG]', 'phosphor', 'hell']"
1246329,132,"Ja, es wurden von den Bombern Phosphorbomben gezündet, damit man unten was sehen konnte.","['$GEST-NM-KOPFNICKEN1^', '$INDEX1', '$INDEX1', 'HELL2', '$INDEX1', 'QUELLE-STRAHLEN1^', 'HELL3*', 'KANN1', 'SEHEN1']","['phosphor', 'hell', 'von der bombe', 'hell', 'kann', 'sehen']"
1246329,133,Ja.,"['$GEST-NM-KOPFNICKEN1^*', 'JA1A', '$GEST-NM-KOPFNICKEN1^*']",[]
1246329,134,"Als es wieder vorbei war, ging es wieder hoch.","['LOS-START5', 'ALLE1C', 'VORBEI1*', 'ICH1', 'UND3*', 'ICH1', '$PROD*']","['alle', 'vorbei', 'und', 'ich', 'zurück']"
1246329,135,"Ich fand es mühsam, dauernd runter- und hochzulaufen.","['MÜHE1', 'ICH1', 'DAUERN1*', 'ICH1', '$PROD*']","['mühe', 'dauer', '[MG]']"
1246329,136,Das habe ich selbst auch erlebt.,"['$ORAL^', 'JA1A', 'ICH1', 'SELBST1A', 'ERLEBNIS1A*']","['erlebt', 'ja', 'ich', 'selbst', 'erlebt']"
1246329,137,Ich haute/ Ich hatte keine Lust mehr und bin auf die Straße abgehauen.,"['ICH1', 'ABHAUEN1B*', 'ICH1', 'KANN-MAN-VERNACHLÄSSIGEN2*', 'ABHAUEN1B*', 'ICH1', '$INDEX1*', 'AUF9', 'STRASSE1', 'ICH1']","['abgehauen', 'auf', 'straße']"
1246329,138,"Als ich dort war, habe ich den unfassbar lauten Alarm gehört.","['$INDEX1*', '$GEST-OFF^', 'ICH2', 'HIER1', 'MOMENT1*', 'ICH1', 'WUNDERN1*', 'ICH1', 'HÖREN2*', 'GEWITTER1A^', 'ICH2', 'SEHR6*', '$GEST-NM-KOPFNICKEN1^']","['hier', 'moment', 'ich', '[MG]', 'alarm', '[MG]', '[MG]']"
1246329,139,"Ich sah arglos zu, wie mehrere Soldaten abhauten.","['SOLDAT2*', 'EINIGE1', 'ABHAUEN1B*', '||HIN2', 'ICH2', '$GEST-NM^', '$GEST-OFF^']","['soldaten', '[MG]']"
1246329,140,"In letzter Minute fand mich meine Tante auf der Straße, sie hatte überall nach mir gesucht.","['LETZTE1B*', 'MINUTE1', 'ICH2', 'TANTE3*', 'LANG-ZEIT2^', 'SUCHEN1*', 'AUF-PERSON1*', 'TANTE3*', 'DA1', '$INDEX1*', '$INDEX1', 'ICH1*', 'FINDEN1A', '$INDEX1', 'ICH1']","['letzte', 'minute', 'tante', 'suchen', 'tante', 'da', '[MG]', 'gefunden', 'auf der straße']"
1246329,141,"Sie zerrte mich ins Haus, als genau in diesem Augenblick in der Nähe ein Haus dem Erdboden gleichgemacht wurde.","['||HOLEN1A*', '$INDEX1*', 'ICH1', 'FALLEN1^', 'ZERSTÖREN1', '$INDEX1*', '$PROD*', 'BERG1B^']","['[MG]', 'hinten', 'haus', '[MG]']"
1246329,142,Da wurde ich mit einem Mal von etwas am Kopf getroffen.,"['ICH1', 'DICKKOPF1^*', 'UNFALL2B', '$GEST-OFF^']","['[MG]', '[MG]']"
1246329,143,Dann wurde ich ohnmächtig.,"['DANN1C', 'ICH2', 'UM2B^*', 'ICH2', '$GEST-OFF^']",['dann']
1246329,144,"Am Anfang ging es noch, aber dann nahm ich die Umgebung nur noch vernebelt wahr.","['ABLAUF2^', '$GEST-OFF^', 'WOHL1*', 'GEHEN1A*', 'NOCH5', 'VERSCHWOMMEN1*']","['[MG]', '[MG]', 'geht', 'noch', 'aber dann']"
1246329,145,Ich konnte mich an nichts erinnern und hatte dann eine Hirnhautentzündung.,"['ICH2', '$GEST-ICH-WEISS-NICHT1^', 'ICH2', 'WISSEN-NICHT2*', 'DANN1C', 'ICH1', 'HIRN1A', '$GEST-OFF^', 'FERTIG1B']","['[MG]', 'gehirnhautentzündung', '[MG]']"
1246329,146,Das kann wohl an der Verletzung am Kopf gelegen haben.,"['VERLETZUNG1A*', 'HIRN1A*', 'VERLETZUNG1A*']","['verletzt', 'gehirn', 'verletzt']"
1246329,147,Kann sein.,"['$GEST-NM-KOPFNICKEN1^', '$GEST-OFF^', 'AB2^']","['[MG]', '[MG]', '[MG]']"
1246329,148,Etwas später musste ich auf einmal ins Krankenhaus.,"['SPÄTER7', '$GEST-OFF^', 'AUF-EINMAL1C*', 'ICH1', '$INDEX1*', 'KRANK1*', '||KRANKENHAUS1A']","['[MG]', 'dann', 'auf einmal', 'krankenhaus']"
1246329,149,Der Arzt untersuchte mich.,"['KRANK1*', 'FALTE-WANGE2A^', 'UNTERSUCHUNG2D*']","['krankenhaus', '[MG]']"
1246329,150,Damals konnte ich noch hören.,"['HÖREND1A*', 'NOCH4A*', 'ICH1']","['hören', 'noch']"
1246329,151,"Ich bekam Spritzen und Medikamente, doch nichts half.","['SPÄTER7*', 'SPRITZEN1A*', '||SPRITZEN1A*', 'SPRITZEN1A*', '$GEST-OFF^', 'ESSEN2^', '$GEST-OFF^']",['[MG]']
1246329,152,Zu dieser Zeit war der Krieg schon vorbei.,"['ZUSAMMENSTOSS1^*', 'SCHON3', 'VORBEI2B*', '$INDEX1']","['krieg', 'schon', 'vorbei']"
1246329,153,Kurz danach kam ich ins Krankenhaus.,"['SPÄTER5', 'ICH2*', '||KRANKENHAUS1A']","['ich', 'krankenhaus']"
1246329,154,Die Verpflegung kam von den Amerikanern.,"['FERTIG4*', 'VERPFLEGUNG2', 'VON4*', 'BONN1^', 'BRINGEN1A^*', '$GEST-NM-KOPFNICKEN1^', 'ENDE1^*']","['verpflegung', 'von', 'amerikaner']"
1246329,155,Trotzdem ging es mir nicht wieder besser.,"['SPÄTER7*', 'ICH2', '$GEST-OFF^', 'ICH2', 'WOHL1*', 'AUCH3A*', 'NICHT5', 'BESSER1*', '$GEST-OFF^']","['[MG]', '[MG]', '[MG]', '[MG]', 'auch', 'nicht', 'besser']"
1246329,156,"Dann kam ich wieder heim, wo ich viel schlafen und im Bett liegen musste.","['ICH1', 'AB2^', 'ICH2*', 'WIEDER1B', 'FERN1^*', 'ICH1', 'MUSS1', 'IMMER4A*', 'SCHLAFEN1A*', 'ICH1', 'LIEGEN2*']","['wieder', 'heim', 'muss', 'immer', 'schlafen', 'liegen liegen liegen']"
1246329,157,Eines Mittags kam zufällig ein Spielkamerad zu mir und überreichte mir einen Apfel.,"['$GEST-ABWINKEN1^', 'ZUFALL1', '$NUM-EINER1A:1d', 'MITTAG2', '$GEST-NM-KOPFNICKEN1^', 'ICH2*', 'KLEIN5^', '||KOMMEN3*', 'SPIELEN2*', 'ICH2^', '$INDEX1*', '||KOMMEN3*', 'GEBEN1*', 'APFEL1']","['zufall', 'ein', 'mittag', 'kamerad', 'spielkamerad', 'apfel']"
1246329,158,"Einen Apfel! Damals war das nicht üblich, denn die meisten Bäume waren vernichtet.","['FRÜHER1*', 'APFEL1', '$GEST-NM-KOPFSCHÜTTELN1^', 'KENNEN1B*', 'ZUSAMMENFALLEN3*', 'ALLES1A*', 'ZERSTÖREN1', '$GEST-OFF^']","['apfel', 'kennt man nicht', '[MG]', 'alles', 'kaputt']"
1246329,159,Es gab nur wenig.,"['WENIG4', 'GEBEN1', 'WENIG4']","['wenig', 'gab', 'wenig']"
1246329,160,Darüber freute ich mich sehr.,['||APFEL1'],['[MG]']
1246329,161,Er redete mit mir.,"['$INDEX1', '$INDEX1*', 'SPRECHEN1A*', 'MIT1A', 'ICH1']","['und', 'er', 'redet', 'mit', 'mir']"
1246329,162,Ich fragte meine Mutter: „Warum spricht #Name1 ohne Stimme mit mir?“,"['ICH1*', 'MAMA11', 'BESCHEID1A*', 'WARUM10B*', 'MUSS1A^', 'SO4*', 'OHNE2*', 'STIMME1', '$INDEX1']","['und ich', 'mama', '[MG]', 'warum', 'spricht', '#name1', 'so', 'ohne', 'stimme']"
1246329,163,Da war meine Mutter erschrocken: Ich war taub geworden.,"['$INDEX1*', 'MUTTER1*', 'SCHRECK1', 'ICH1', 'TAUB-GEHÖRLOS1A*', 'ICH1']","['da', 'mutter', 'erschrocken', 'ich', 'taub', 'geworden']"
1246329,164,Das hatte ich ihr selbst gesagt.,"['ICH1', 'SELBST1A*', 'SAGEN1', 'ICH1']","['[MG]', 'selbst', 'gesagt']"
1246329,165,"Sofort wurde ich ins Krankenhaus gebracht und ich bekam mehrere Spritzen, meistens in die Wirbelsäule.","['DANN1C', 'SOFORT2B', 'ICH1', '||KRANKENHAUS1A', 'SPRITZEN1A*', 'ICH1', 'MEISTENS1A', 'RÜCKEN-UNTEN1E^', 'ICH1']","['dann', 'sofort', 'ich', 'krankenhaus', 'spritze spritze', 'ich', 'meistens', 'wirbelsäule']"
1246329,166,Und da ging es mir schlechter.,"['$INDEX1', 'WOHL1*', 'ABFALLEN1']","['und', '[MG]']"
1246329,167,Es gab Besuchsverbot.,"['BESUCHEN2*', 'ICH1*', 'VERBOTEN1*']","['besucher', 'verboten']"
1246329,168,"Ich durfte nur noch aus dem Fenster schauen, denn es gab eine Ansteckungsgefahr.","['NUR2A', 'VIERECK1^*', 'SEHEN-AUF1', 'UM2B*', 'ANSTECKEN1A', 'GEFÄHRLICH1B', 'ICH1']","['nur', 'fenster', 'um', 'ansteckungsgefahr']"
1246329,169,Ich war 3 Monate lang im Krankenhaus.,"['SPÄTER7*', 'ENDE1^', 'KRANK1*', 'BLEIBEN2*', 'MONAT1*', 'KRANK1*', 'BLEIBEN2*']","['[MG]', 'krankenhaus bleib', 'drei monate', 'krankenhaus']"
1246329,170,Zuletzt durfte ich doch noch aufstehen und machte nur wenige Schritte.,"['ZULETZT3', 'ICH2*', 'AUFSTEHEN1*', 'DARF1', 'AUFSTEHEN1*', 'ERSTENS1B', 'GEHEN4*', 'GEHEN4*', 'ENDE1^']","['zuletzt', 'ich', 'a{ufstehen}', 'darf', 'aufstehen', 'erste', 'schritte', '[MG]']"
1246329,171,Nach einiger Zeit bin ich abgehauen und bin die Treppe runtergegangen.,"['AUSSEN1A^*', 'AB2^', 'SPÄTER7*', 'ABHAUEN1B', '||ICH2', 'ICH1', 'TREPPE1*', 'ICH1']","['dann', 'abgehauen', 'treppe', 'ich']"
1246329,172,"Gehen konnte ich nicht, ich bin gehumpelt.","['WIE7A*', 'TREPPE1*', 'KANN1*', 'ICH1', '$PROD*']","['wie', 'gehen', '[MG]']"
1246329,173,Danach war ich verschwunden.,"['VERSCHWUNDEN1B', 'WEG-ENTFERNEN1B']",['[MG]']
1246329,174,"Ich habe mich draußen umgeschaut, denn ich brauchte frische Luft.","['SEHEN-AUF3^*', 'NUR2A*', 'ICH2', 'LUFT1*', 'ICH2*', 'BRAUCHEN1', 'ICH2*']","['[MG]', 'frische luft', 'brauchen']"
1246329,175,Die Schwestern suchten nach mir und brachten mich ins Zimmer zurück.,"['SCHWESTER1C*', 'SUCHEN1', 'WIEDER1B', 'ICH2', 'STELLEN11*', 'ENDE1^']","['schwester', 'suchen', 'wieder zurück']"
1246329,176,Etwas später wurde ich entlassen.,"['SPÄTER7*', 'ICH2', '||ENTLASSEN1*', 'DANN8']","['[MG]', 'entlassen', 'dann']"
1246329,177,"Das war neunzehnhundert …, ja, im Herbst 1946.","['SPÄTER7', '$NUM-TEEN2A:9d*', '$NUM-HUNDERTER1*', '$GEST^', '||$NUM-EINER1B:7d', '||$NUM-EINER1B:6d', '$NUM-TEEN2A:4d*', 'PHASE1C^*', 'HERBST3', 'ICH1', 'ENTLASSEN1*', 'ICH1']","['neunzehnhundert', '[MG]', 'sechsundvierzig', '[MG]', 'herbst', 'entlassen']"
1246329,178,Was sollte aus mir werden?,"['JETZT1', 'AUF-PERSON1*', 'WAS1A', '$GEST-OFF^']","['jetzt', 'was']"
